,COH,LYN,WEY
slope,0.08798632405565658,0.05498048215648701,0.11866970005014202
intercept,0.25570268007006186,0.22314694563888962,0.2610052461027113
rvalue,0.21702716564050456,0.15385296664522605,0.2601264787167266
pvalue,3.280237359254511e-05,0.003428595198387946,5.591830522521896e-07
stderr,0.020916212491810145,0.018662048315550742,0.023280890088258736
