,COH,LYN,WEY
slope,0.1760910442962272,0.20215664881452122,0.21883947017725047
intercept,3.2482462869574236,2.7672984000006786,3.040947258898775
rvalue,0.42105665929951464,0.45307782906313787,0.4312277547265042
pvalue,1.7501519877869546e-15,1.0265315341651422e-18,6.3217281199925735e-15
stderr,0.02104160078369737,0.021571630013767582,0.026613173579918548
