,COH,LYN,WEY
slope,0.10081441654229648,0.029636065284178545,0.1573144306199286
intercept,3.60073037234371,3.7896720337625167,3.187212376298821
rvalue,0.242470627876218,0.13959479158949253,0.30042522872919314
pvalue,3.2525374564835213e-06,0.00799188293003845,6.055395324081173e-09
stderr,0.02131890009157743,0.011110575579634113,0.026396747106600966
