,Station,Year,Month,Precipitation
45220,HAR420,1946,5,4.61
45221,HAR420,1946,6,2.68
45222,HAR420,1946,7,5.61
45223,HAR420,1946,8,5.85
45224,HAR420,1946,9,1.75
45225,HAR420,1946,10,5.11
45226,HAR420,1946,11,5.3
45227,HAR420,1946,12,2.84
45228,HAR420,1947,1,2.36
45229,HAR420,1947,2,2.18
45230,HAR420,1947,3,5.27
45231,HAR420,1947,4,7.4
45232,HAR420,1947,5,1.94
45233,HAR420,1947,6,2.92
45234,HAR420,1947,7,1.77
45235,HAR420,1947,8,6.19
45236,HAR420,1947,9,3.39
45237,HAR420,1947,10,5.93
45238,HAR420,1947,11,3.39
45239,HAR420,1947,12,5.34
45240,HAR420,1948,1,3.2
45241,HAR420,1948,2,4.93
45242,HAR420,1948,3,6.58
45243,HAR420,1948,4,1.47
45244,HAR420,1948,5,1.9
45245,HAR420,1948,6,4.36
45246,HAR420,1948,7,4.82
45247,HAR420,1948,8,3.4
45248,HAR420,1948,9,3.47
45249,HAR420,1948,10,5.34
45250,HAR420,1948,11,3.14
45251,HAR420,1948,12,3.99
45252,HAR420,1949,1,3.39
45253,HAR420,1949,2,3.21
45254,HAR420,1949,3,4.42
45255,HAR420,1949,4,6.48
45256,HAR420,1949,5,5.85
45257,HAR420,1949,6,4.14
45258,HAR420,1949,7,3.0
45259,HAR420,1949,8,3.2
45260,HAR420,1949,9,5.84
45261,HAR420,1949,10,3.74
45262,HAR420,1949,11,3.12
45263,HAR420,1949,12,5.7
45264,HAR420,1950,1,4.14
45265,HAR420,1950,2,0.93
45266,HAR420,1950,3,4.16
45267,HAR420,1950,4,2.43
45268,HAR420,1950,5,0.68
45269,HAR420,1950,6,4.69
45270,HAR420,1950,7,1.43
45271,HAR420,1950,8,4.51
45272,HAR420,1950,9,4.42
45273,HAR420,1950,10,2.66
45274,HAR420,1950,11,3.76
45275,HAR420,1950,12,5.85
45276,HAR420,1951,1,4.02
45277,HAR420,1951,2,2.45
45278,HAR420,1951,3,2.54
45279,HAR420,1951,4,5.21
45280,HAR420,1951,5,1.76
45281,HAR420,1951,6,4.13
45282,HAR420,1951,7,5.61
45283,HAR420,1951,8,3.8
45284,HAR420,1951,9,2.59
45285,HAR420,1951,10,7.35
45286,HAR420,1951,11,3.96
45287,HAR420,1951,12,2.05
45288,HAR420,1952,1,1.18
45289,HAR420,1952,2,11.75
45290,HAR420,1952,3,3.27
45291,HAR420,1952,4,3.96
45292,HAR420,1952,5,5.67
45293,HAR420,1952,6,2.79
45294,HAR420,1952,7,2.86
45295,HAR420,1952,8,4.64
45296,HAR420,1952,9,1.84
45297,HAR420,1952,10,1.94
45298,HAR420,1952,11,5.69
45299,HAR420,1952,12,5.65
45300,HAR420,1953,1,4.04
45301,HAR420,1953,2,0.93
45302,HAR420,1953,3,5.77
45303,HAR420,1953,4,1.34
45304,HAR420,1953,5,3.38
45305,HAR420,1953,6,4.98
45306,HAR420,1953,7,8.08
45307,HAR420,1953,8,3.51
45308,HAR420,1953,9,3.0
45309,HAR420,1953,10,7.78
45310,HAR420,1953,11,3.31
45311,HAR420,1953,12,4.21
45312,HAR420,1954,1,2.19
45313,HAR420,1954,2,4.35
45314,HAR420,1954,3,3.63
45315,HAR420,1954,4,1.75
45316,HAR420,1954,5,3.77
45317,HAR420,1954,6,
45318,HAR420,1954,7,4.59
45319,HAR420,1954,8,2.57
45320,HAR420,1954,9,4.2
45321,HAR420,1954,10,5.22
45322,HAR420,1954,11,1.47
45323,HAR420,1954,12,1.34
45324,HAR420,1955,1,3.34
45325,HAR420,1955,2,4.36
45326,HAR420,1955,3,2.65
45327,HAR420,1955,4,2.56
45328,HAR420,1955,5,4.84
45329,HAR420,1955,6,2.53
45330,HAR420,1955,7,4.2
45331,HAR420,1955,8,3.13
45332,HAR420,1955,9,3.43
45333,HAR420,1955,10,3.86
45334,HAR420,1955,11,6.21
45335,HAR420,1955,12,4.67
45336,HAR420,1956,1,3.35
45337,HAR420,1956,2,3.38
45338,HAR420,1956,3,3.45
45339,HAR420,1956,4,6.21
45340,HAR420,1956,5,4.14
45341,HAR420,1956,6,3.29
45342,HAR420,1956,7,5.57
45343,HAR420,1956,8,3.15
45344,HAR420,1956,9,1.23
45345,HAR420,1956,10,4.11
45346,HAR420,1956,11,2.37
45347,HAR420,1956,12,1.52
45348,HAR420,1957,1,4.24
45349,HAR420,1957,2,1.74
45350,HAR420,1957,3,4.72
45351,HAR420,1957,4,3.74
45352,HAR420,1957,5,2.89
45353,HAR420,1957,6,3.62
45354,HAR420,1957,7,5.52
45355,HAR420,1957,8,4.98
45356,HAR420,1957,9,2.49
45357,HAR420,1957,10,2.67
45358,HAR420,1957,11,4.75
45359,HAR420,1957,12,1.84
45360,HAR420,1958,1,4.26
45361,HAR420,1958,2,4.69
45362,HAR420,1958,3,3.18
45363,HAR420,1958,4,3.0
45364,HAR420,1958,5,6.58
45365,HAR420,1958,6,3.69
45366,HAR420,1958,7,1.48
45367,HAR420,1958,8,1.27
45368,HAR420,1958,9,9.0
45369,HAR420,1958,10,2.7
45370,HAR420,1958,11,4.25
45371,HAR420,1958,12,4.82
45372,HAR420,1959,1,3.99
45373,HAR420,1959,2,2.77
45374,HAR420,1959,3,4.7
45375,HAR420,1959,4,2.38
45376,HAR420,1959,5,2.25
45377,HAR420,1959,6,6.2
45378,HAR420,1959,7,3.35
45379,HAR420,1959,8,3.42
45380,HAR420,1959,9,1.01
45381,HAR420,1959,10,6.01
45382,HAR420,1959,11,1.25
45383,HAR420,1959,12,3.37
45384,HAR420,1960,1,5.4
45385,HAR420,1960,2,8.62
45386,HAR420,1960,3,4.74
45387,HAR420,1960,4,2.79
45388,HAR420,1960,5,8.35
45389,HAR420,1960,6,3.93
45390,HAR420,1960,7,4.22
45391,HAR420,1960,8,2.33
45392,HAR420,1960,9,4.99
45393,HAR420,1960,10,4.0
45394,HAR420,1960,11,1.42
45395,HAR420,1960,12,5.36
45396,HAR420,1961,1,3.33
45397,HAR420,1961,2,4.27
45398,HAR420,1961,3,5.36
45399,HAR420,1961,4,6.27
45400,HAR420,1961,5,6.63
45401,HAR420,1961,6,
45402,HAR420,1961,7,1.15
45403,HAR420,1961,8,3.77
45404,HAR420,1961,9,3.64
45405,HAR420,1961,10,5.84
45406,HAR420,1961,11,3.08
45407,HAR420,1961,12,4.65
45408,HAR420,1962,1,4.11
45409,HAR420,1962,2,3.48
45410,HAR420,1962,3,4.09
45411,HAR420,1962,4,4.01
45412,HAR420,1962,5,5.5
45413,HAR420,1962,6,6.37
45414,HAR420,1962,7,4.97
45415,HAR420,1962,8,4.89
45416,HAR420,1962,9,3.16
45417,HAR420,1962,10,2.43
45418,HAR420,1962,11,5.12
45419,HAR420,1962,12,3.98
45420,HAR420,1963,1,4.51
45421,HAR420,1963,2,4.09
45422,HAR420,1963,3,2.87
45423,HAR420,1963,4,2.23
45424,HAR420,1963,5,3.15
45425,HAR420,1963,6,2.42
45426,HAR420,1963,7,1.35
45427,HAR420,1963,8,4.27
45428,HAR420,1963,9,2.47
45429,HAR420,1963,10,4.6
45430,HAR420,1963,11,3.68
45431,HAR420,1963,12,1.6
45432,HAR420,1964,1,3.92
45433,HAR420,1964,2,6.46
45434,HAR420,1964,3,3.6
45435,HAR420,1964,4,2.72
45436,HAR420,1964,5,3.83
45437,HAR420,1964,6,4.94
45438,HAR420,1964,7,1.82
45439,HAR420,1964,8,6.64
45440,HAR420,1964,9,4.45
45441,HAR420,1964,10,4.33
45442,HAR420,1964,11,4.88
45443,HAR420,1964,12,7.54
45444,HAR420,1965,1,3.6
45445,HAR420,1965,2,0.44
45446,HAR420,1965,3,1.49
45447,HAR420,1965,4,5.65
45448,HAR420,1965,5,3.48
45449,HAR420,1965,6,4.14
45450,HAR420,1965,7,4.21
45451,HAR420,1965,8,2.2
45452,HAR420,1965,9,2.61
45453,HAR420,1965,10,4.21
45454,HAR420,1965,11,4.12
45455,HAR420,1965,12,2.35
45456,HAR420,1966,1,9.04
45457,HAR420,1966,2,3.18
45458,HAR420,1966,3,3.16
45459,HAR420,1966,4,0.48
45460,HAR420,1966,5,5.63
45461,HAR420,1966,6,1.5
45462,HAR420,1966,7,3.41
45463,HAR420,1966,8,3.98
45464,HAR420,1966,9,
45465,HAR420,1966,10,
45466,HAR420,1966,11,
45467,HAR420,1966,12,
45468,HAR420,1967,1,
45469,HAR420,1967,2,
45470,HAR420,1967,3,
45471,HAR420,1967,4,
45472,HAR420,1967,5,
45473,HAR420,1967,6,
45474,HAR420,1967,7,
45475,HAR420,1967,8,
45476,HAR420,1967,9,
45477,HAR420,1967,10,6.54
45478,HAR420,1967,11,9.95
45479,HAR420,1967,12,1.81
45480,HAR420,1968,1,3.79
45481,HAR420,1968,2,5.11
45482,HAR420,1968,3,1.54
45483,HAR420,1968,4,2.21
45484,HAR420,1968,5,1.48
45485,HAR420,1968,6,4.78
45486,HAR420,1968,7,5.99
45487,HAR420,1968,8,0.85
45488,HAR420,1968,9,2.6
45489,HAR420,1968,10,2.5
45490,HAR420,1968,11,4.91
45491,HAR420,1968,12,3.2
45492,HAR420,1969,1,2.59
45493,HAR420,1969,2,4.37
45494,HAR420,1969,3,3.19
45495,HAR420,1969,4,
45496,HAR420,1969,5,
45497,HAR420,1969,6,6.85
45498,HAR420,1969,7,
45499,HAR420,1969,8,0.99
45500,HAR420,1969,9,3.88
45501,HAR420,1969,10,4.44
45502,HAR420,1969,11,6.32
45503,HAR420,1969,12,2.46
45504,HAR420,1970,1,4.16
45505,HAR420,1970,2,3.1
45506,HAR420,1970,3,3.32
45507,HAR420,1970,4,4.19
45508,HAR420,1970,5,3.07
45509,HAR420,1970,6,5.31
45510,HAR420,1970,7,5.8
45511,HAR420,1970,8,4.84
45512,HAR420,1970,9,4.41
45513,HAR420,1970,10,3.47
45514,HAR420,1970,11,3.09
45515,HAR420,1970,12,4.94
45516,HAR420,1971,1,4.1
45517,HAR420,1971,2,5.21
45518,HAR420,1971,3,4.43
45519,HAR420,1971,4,3.56
45520,HAR420,1971,5,2.24
45521,HAR420,1971,6,3.29
45522,HAR420,1971,7,3.19
45523,HAR420,1971,8,1.67
45524,HAR420,1971,9,6.77
45525,HAR420,1971,10,2.87
45526,HAR420,1971,11,5.35
45527,HAR420,1971,12,3.25
45528,HAR420,1972,1,1.72
45529,HAR420,1972,2,4.34
45530,HAR420,1972,3,7.08
45531,HAR420,1972,4,5.45
45532,HAR420,1972,5,3.41
45533,HAR420,1972,6,4.22
45534,HAR420,1972,7,4.47
45535,HAR420,1972,8,2.03
45536,HAR420,1972,9,7.1
45537,HAR420,1972,10,6.02
45538,HAR420,1972,11,4.62
45539,HAR420,1972,12,5.07
45540,HAR420,1973,1,9.79
45541,HAR420,1973,2,4.67
45542,HAR420,1973,3,2.1
45543,HAR420,1973,4,1.87
45544,HAR420,1973,5,7.38
45545,HAR420,1973,6,5.15
45546,HAR420,1973,7,5.23
45547,HAR420,1973,8,5.62
45548,HAR420,1973,9,5.17
45549,HAR420,1973,10,3.63
45550,HAR420,1973,11,5.61
45551,HAR420,1973,12,5.93
45552,HAR420,1974,1,3.36
45553,HAR420,1974,2,10.34
45554,HAR420,1974,3,3.23
45555,HAR420,1974,4,2.87
45556,HAR420,1974,5,
45557,HAR420,1974,6,
45558,HAR420,1974,7,
45559,HAR420,1974,8,
45560,HAR420,1974,9,
45561,HAR420,1974,10,
45562,HAR420,1974,11,
45563,HAR420,1974,12,
45564,HAR420,1975,1,
45565,HAR420,1975,2,
45566,HAR420,1975,3,
45567,HAR420,1975,4,
45568,HAR420,1975,5,
45569,HAR420,1975,6,
45570,HAR420,1975,7,
45571,HAR420,1975,8,
45572,HAR420,1975,9,
45573,HAR420,1975,10,
45574,HAR420,1975,11,1.25
45575,HAR420,1975,12,1.92
45576,HAR420,1976,1,1.21
45577,HAR420,1976,2,4.44
45578,HAR420,1976,3,3.45
45579,HAR420,1976,4,1.8
45580,HAR420,1976,5,2.97
45581,HAR420,1976,6,3.6
45582,HAR420,1976,7,2.66
45583,HAR420,1976,8,3.35
45584,HAR420,1976,9,5.32
45585,HAR420,1976,10,0.64
45586,HAR420,1976,11,0.69
45587,HAR420,1976,12,3.24
45588,HAR420,1977,1,3.89
45589,HAR420,1977,2,3.63
45590,HAR420,1977,3,2.16
45591,HAR420,1977,4,4.47
45592,HAR420,1977,5,3.08
45593,HAR420,1977,6,2.92
45594,HAR420,1977,7,3.37
45595,HAR420,1977,8,2.46
45596,HAR420,1977,9,4.3
45597,HAR420,1977,10,7.16
45598,HAR420,1977,11,4.17
45599,HAR420,1977,12,3.56
45600,HAR420,1978,1,3.41
45601,HAR420,1978,2,3.26
45602,HAR420,1978,3,4.39
45603,HAR420,1978,4,4.54
45604,HAR420,1978,5,4.15
45605,HAR420,1978,6,2.32
45606,HAR420,1978,7,1.57
45607,HAR420,1978,8,1.85
45608,HAR420,1978,9,3.31
45609,HAR420,1978,10,2.43
45610,HAR420,1978,11,0.91
45611,HAR420,1978,12,3.83
45612,HAR420,1979,1,1.34
45613,HAR420,1979,2,3.95
45614,HAR420,1979,3,3.07
45615,HAR420,1979,4,1.38
45616,HAR420,1979,5,3.82
45617,HAR420,1979,6,4.38
45618,HAR420,1979,7,2.54
45619,HAR420,1979,8,1.66
45620,HAR420,1979,9,3.07
45621,HAR420,1979,10,4.0
45622,HAR420,1979,11,1.97
45623,HAR420,1979,12,4.18
45624,HAR420,1980,1,4.02
45625,HAR420,1980,2,4.07
45626,HAR420,1980,3,4.89
45627,HAR420,1980,4,5.35
45628,HAR420,1980,5,3.17
45629,HAR420,1980,6,1.43
45630,HAR420,1980,7,1.25
45631,HAR420,1980,8,6.81
45632,HAR420,1980,9,3.68
45633,HAR420,1980,10,4.17
45634,HAR420,1980,11,3.28
45635,HAR420,1980,12,2.2
45636,HAR420,1981,1,2.4
45637,HAR420,1981,2,3.49
45638,HAR420,1981,3,2.76
45639,HAR420,1981,4,2.27
45640,HAR420,1981,5,7.38
45641,HAR420,1981,6,5.28
45642,HAR420,1981,7,3.04
45643,HAR420,1981,8,0.87
45644,HAR420,1981,9,6.02
45645,HAR420,1981,10,1.37
45646,HAR420,1981,11,3.24
45647,HAR420,1981,12,2.97
45648,HAR420,1982,1,5.89
45649,HAR420,1982,2,5.81
45650,HAR420,1982,3,1.85
45651,HAR420,1982,4,5.76
45652,HAR420,1982,5,
45653,HAR420,1982,6,
45654,HAR420,1982,7,
45655,HAR420,1982,8,
45656,HAR420,1982,9,
45657,HAR420,1982,10,
45658,HAR420,1982,11,
45659,HAR420,1982,12,
45660,HAR420,1983,1,
45661,HAR420,1983,2,6.23
45662,HAR420,1983,3,2.19
45663,HAR420,1983,4,4.32
45664,HAR420,1983,5,2.8
45665,HAR420,1983,6,3.45
45666,HAR420,1983,7,2.21
45667,HAR420,1983,8,5.66
45668,HAR420,1983,9,3.21
45669,HAR420,1983,10,1.38
45670,HAR420,1983,11,4.91
45671,HAR420,1983,12,3.5
45672,HAR420,1984,1,2.49
45673,HAR420,1984,2,2.74
45674,HAR420,1984,3,1.47
45675,HAR420,1984,4,4.98
45676,HAR420,1984,5,5.31
45677,HAR420,1984,6,1.79
45678,HAR420,1984,7,2.52
45679,HAR420,1984,8,2.56
45680,HAR420,1984,9,7.75
45681,HAR420,1984,10,2.74
45682,HAR420,1984,11,4.8
45683,HAR420,1984,12,3.61
45684,HAR420,1985,1,5.0
45685,HAR420,1985,2,3.39
45686,HAR420,1985,3,4.71
45687,HAR420,1985,4,5.3
45688,HAR420,1985,5,1.04
45689,HAR420,1985,6,1.53
45690,HAR420,1985,7,3.03
45691,HAR420,1985,8,3.39
45692,HAR420,1985,9,3.17
45693,HAR420,1985,10,2.86
45694,HAR420,1985,11,3.8
45695,HAR420,1985,12,3.1
45696,HAR420,1986,1,5.62
45697,HAR420,1986,2,1.95
45698,HAR420,1986,3,3.1
45699,HAR420,1986,4,4.73
45700,HAR420,1986,5,5.35
45701,HAR420,1986,6,4.91
45702,HAR420,1986,7,3.52
45703,HAR420,1986,8,3.27
45704,HAR420,1986,9,1.9
45705,HAR420,1986,10,5.28
45706,HAR420,1986,11,3.22
45707,HAR420,1986,12,3.76
45708,HAR420,1987,1,6.95
45709,HAR420,1987,2,3.49
45710,HAR420,1987,3,1.78
45711,HAR420,1987,4,4.37
45712,HAR420,1987,5,2.63
45713,HAR420,1987,6,1.61
45714,HAR420,1987,7,5.05
45715,HAR420,1987,8,2.01
45716,HAR420,1987,9,3.29
45717,HAR420,1987,10,3.32
45718,HAR420,1987,11,2.79
45719,HAR420,1987,12,3.47
45720,HAR420,1988,1,9.97
45721,HAR420,1988,2,4.15
45722,HAR420,1988,3,2.46
45723,HAR420,1988,4,2.3
45724,HAR420,1988,5,3.61
45725,HAR420,1988,6,3.44
45726,HAR420,1988,7,3.87
45727,HAR420,1988,8,5.32
45728,HAR420,1988,9,3.7
45729,HAR420,1988,10,3.14
45730,HAR420,1988,11,7.12
45731,HAR420,1988,12,5.44
45732,HAR420,1989,1,0.77
45733,HAR420,1989,2,3.13
45734,HAR420,1989,3,11.63
45735,HAR420,1989,4,2.56
45736,HAR420,1989,5,4.12
45737,HAR420,1989,6,6.03
45738,HAR420,1989,7,4.87
45739,HAR420,1989,8,2.89
45740,HAR420,1989,9,6.06
45741,HAR420,1989,10,2.82
45742,HAR420,1989,11,2.04
45743,HAR420,1989,12,5.12
45744,HAR420,1990,1,5.13
45745,HAR420,1990,2,2.74
45746,HAR420,1990,3,0.67
45747,HAR420,1990,4,6.28
45748,HAR420,1990,5,1.18
45749,HAR420,1990,6,3.54
45750,HAR420,1990,7,4.04
45751,HAR420,1990,8,9.36
45752,HAR420,1990,9,5.33
45753,HAR420,1990,10,3.17
45754,HAR420,1990,11,9.1
45755,HAR420,1990,12,3.5
45756,HAR420,1991,1,4.72
45757,HAR420,1991,2,2.39
45758,HAR420,1991,3,3.87
45759,HAR420,1991,4,3.32
45760,HAR420,1991,5,1.7
45761,HAR420,1991,6,3.52
45762,HAR420,1991,7,3.03
45763,HAR420,1991,8,1.99
45764,HAR420,1991,9,5.97
45765,HAR420,1991,10,5.71
45766,HAR420,1991,11,
45767,HAR420,1991,12,
45768,HAR420,1992,1,3.15
45769,HAR420,1992,2,1.25
45770,HAR420,1992,3,7.01
45771,HAR420,1992,4,4.0
45772,HAR420,1992,5,4.64
45773,HAR420,1992,6,3.37
45774,HAR420,1992,7,5.37
45775,HAR420,1992,8,3.51
45776,HAR420,1992,9,4.55
45777,HAR420,1992,10,6.14
45778,HAR420,1992,11,1.99
45779,HAR420,1992,12,0.7
45780,HAR420,1993,1,3.2
45781,HAR420,1993,2,5.43
45782,HAR420,1993,3,1.52
45783,HAR420,1993,4,3.09
45784,HAR420,1993,5,7.32
45785,HAR420,1993,6,4.74
45786,HAR420,1993,7,4.24
45787,HAR420,1993,8,3.59
45788,HAR420,1993,9,2.55
45789,HAR420,1993,10,3.76
45790,HAR420,1993,11,5.53
45791,HAR420,1993,12,4.15
45792,HAR420,1994,1,3.64
45793,HAR420,1994,2,3.29
45794,HAR420,1994,3,3.56
45795,HAR420,1994,4,9.62
45796,HAR420,1994,5,3.25
45797,HAR420,1994,6,4.25
45798,HAR420,1994,7,3.46
45799,HAR420,1994,8,2.93
45800,HAR420,1994,9,2.3
45801,HAR420,1994,10,5.98
45802,HAR420,1994,11,2.39
45803,HAR420,1994,12,1.39
45804,HAR420,1995,1,5.32
45805,HAR420,1995,2,1.64
45806,HAR420,1995,3,4.09
45807,HAR420,1995,4,4.51
45808,HAR420,1995,5,2.83
45809,HAR420,1995,6,5.0
45810,HAR420,1995,7,8.17
45811,HAR420,1995,8,3.64
45812,HAR420,1995,9,3.64
45813,HAR420,1995,10,1.23
45814,HAR420,1995,11,4.15
45815,HAR420,1995,12,3.02
45816,HAR420,1996,1,5.15
45817,HAR420,1996,2,4.75
45818,HAR420,1996,3,4.22
45819,HAR420,1996,4,3.82
45820,HAR420,1996,5,9.6
45821,HAR420,1996,6,5.44
45822,HAR420,1996,7,1.75
45823,HAR420,1996,8,2.8
45824,HAR420,1996,9,7.63
45825,HAR420,1996,10,2.5
45826,HAR420,1996,11,5.07
45827,HAR420,1996,12,5.12
45828,HAR420,1997,1,4.09
45829,HAR420,1997,2,2.64
45830,HAR420,1997,3,4.85
45831,HAR420,1997,4,2.71
45832,HAR420,1997,5,3.67
45833,HAR420,1997,6,5.2
45834,HAR420,1997,7,4.86
45835,HAR420,1997,8,5.63
45836,HAR420,1997,9,1.54
45837,HAR420,1997,10,6.72
45838,HAR420,1997,11,2.81
45839,HAR420,1997,12,3.91
45840,HAR420,1998,1,7.14
45841,HAR420,1998,2,
45842,HAR420,1998,3,
45843,HAR420,1998,4,
45844,HAR420,1998,5,
45845,HAR420,1998,6,
45846,HAR420,1998,7,
45847,HAR420,1998,8,
45848,HAR420,1998,9,
45849,HAR420,1998,10,
45850,HAR420,1998,11,
45851,HAR420,1998,12,
45852,HAR420,1999,1,
45853,HAR420,1999,2,3.73
45854,HAR420,1999,3,2.86
45855,HAR420,1999,4,5.29
45856,HAR420,1999,5,2.56
45857,HAR420,1999,6,1.93
45858,HAR420,1999,7,
45859,HAR420,1999,8,7.13
45860,HAR420,1999,9,2.63
45861,HAR420,1999,10,0.65
45862,HAR420,1999,11,6.84
45863,HAR420,1999,12,1.18
45864,HAR420,2000,1,4.36
45865,HAR420,2000,2,4.19
45866,HAR420,2000,3,11.95
45867,HAR420,2000,4,4.97
45868,HAR420,2000,5,3.44
45869,HAR420,2000,6,9.15
45870,HAR420,2000,7,3.68
45871,HAR420,2000,8,4.77
45872,HAR420,2000,9,2.49
45873,HAR420,2000,10,5.1
45874,HAR420,2000,11,4.11
45875,HAR420,2000,12,2.53
45876,HAR420,2001,1,2.76
45877,HAR420,2001,2,
45878,HAR420,2001,3,4.51
45879,HAR420,2001,4,2.6
45880,HAR420,2001,5,9.78
45881,HAR420,2001,6,4.21
45882,HAR420,2001,7,2.91
45883,HAR420,2001,8,1.31
45884,HAR420,2001,9,5.05
45885,HAR420,2001,10,1.43
45886,HAR420,2001,11,
45887,HAR420,2001,12,
45888,HAR420,2002,1,
45889,HAR420,2002,2,
45890,HAR420,2002,3,
45891,HAR420,2002,4,
45892,HAR420,2002,5,
45893,HAR420,2002,6,
45894,HAR420,2002,7,
45895,HAR420,2002,8,
45896,HAR420,2002,9,
45897,HAR420,2002,10,
45898,HAR420,2002,11,
45899,HAR420,2002,12,
45900,HAR420,2003,1,
45901,HAR420,2003,2,2.57
45902,HAR420,2003,3,6.61
45903,HAR420,2003,4,4.14
45904,HAR420,2003,5,2.69
45905,HAR420,2003,6,4.22
45906,HAR420,2003,7,3.8
45907,HAR420,2003,8,2.39
45908,HAR420,2003,9,4.69
45909,HAR420,2003,10,4.18
45910,HAR420,2003,11,0.67
45911,HAR420,2003,12,1.48
45912,HAR420,2004,1,3.94
45913,HAR420,2004,2,3.46
45914,HAR420,2004,3,6.07
45915,HAR420,2004,4,2.26
45916,HAR420,2004,5,4.21
45917,HAR420,2004,6,3.0
45918,HAR420,2004,7,4.17
45919,HAR420,2004,8,4.69
45920,HAR420,2004,9,3.41
45921,HAR420,2004,10,4.56
45922,HAR420,2004,11,6.13
45923,HAR420,2004,12,3.66
45924,HAR420,2005,1,4.14
45925,HAR420,2005,2,3.54
45926,HAR420,2005,3,2.25
45927,HAR420,2005,4,3.94
45928,HAR420,2005,5,3.01
45929,HAR420,2005,6,5.7
45930,HAR420,2005,7,4.22
45931,HAR420,2005,8,2.55
45932,HAR420,2005,9,1.95
45933,HAR420,2005,10,2.85
45934,HAR420,2005,11,2.32
45935,HAR420,2005,12,1.21
45936,HAR420,2006,1,2.58
45937,HAR420,2006,2,2.21
45938,HAR420,2006,3,4.18
45939,HAR420,2006,4,3.95
45940,HAR420,2006,5,1.2
45941,HAR420,2006,6,4.07
45942,HAR420,2006,7,6.53
45943,HAR420,2006,8,3.95
45944,HAR420,2006,9,2.76
45945,HAR420,2006,10,2.87
45946,HAR420,2006,11,4.3
45947,HAR420,2006,12,1.34
45948,HAR420,2007,1,4.91
45949,HAR420,2007,2,4.01
45950,HAR420,2007,3,3.83
45951,HAR420,2007,4,2.98
45952,HAR420,2007,5,6.53
45953,HAR420,2007,6,4.51
45954,HAR420,2007,7,0.75
45955,HAR420,2007,8,1.56
45956,HAR420,2007,9,6.41
45957,HAR420,2007,10,3.13
45958,HAR420,2007,11,4.24
45959,HAR420,2007,12,4.62
45960,HAR420,2008,1,4.16
45961,HAR420,2008,2,2.51
45962,HAR420,2008,3,4.06
45963,HAR420,2008,4,3.55
45964,HAR420,2008,5,1.98
45965,HAR420,2008,6,7.25
45966,HAR420,2008,7,2.79
45967,HAR420,2008,8,1.58
45968,HAR420,2008,9,0.71
45969,HAR420,2008,10,4.81
45970,HAR420,2008,11,1.43
45971,HAR420,2008,12,3.44
45972,HAR420,2009,1,3.18
45973,HAR420,2009,2,6.83
45974,HAR420,2009,3,4.75
45975,HAR420,2009,4,2.38
45976,HAR420,2009,5,5.43
45977,HAR420,2009,6,3.92
45978,HAR420,2009,7,2.56
45979,HAR420,2009,8,1.13
45980,HAR420,2009,9,4.49
45981,HAR420,2009,10,2.46
45982,HAR420,2009,11,2.29
45983,HAR420,2009,12,2.98
45984,HAR420,2010,1,1.87
45985,HAR420,2010,2,1.63
45986,HAR420,2010,3,4.32
45987,HAR420,2010,4,3.87
45988,HAR420,2010,5,5.69
45989,HAR420,2010,6,1.52
45990,HAR420,2010,7,3.18
45991,HAR420,2010,8,6.7
45992,HAR420,2010,9,4.08
45993,HAR420,2010,10,4.92
45994,HAR420,2010,11,2.98
45995,HAR420,2010,12,5.58
45996,HAR420,2011,1,5.96
45997,HAR420,2011,2,3.12
45998,HAR420,2011,3,2.12
45999,HAR420,2011,4,2.36
46000,HAR420,2011,5,1.8
46001,HAR420,2011,6,5.17
46002,HAR420,2011,7,3.21
46003,HAR420,2011,8,3.34
46004,HAR420,2011,9,3.59
46005,HAR420,2011,10,3.1
46006,HAR420,2011,11,3.9
46007,HAR420,2011,12,2.87
46008,HAR420,2012,1,3.16
46009,HAR420,2012,2,0.83
46010,HAR420,2012,3,3.65
46011,HAR420,2012,4,3.49
46012,HAR420,2012,5,3.92
46013,HAR420,2012,6,0.88
46014,HAR420,2012,7,2.56
46015,HAR420,2012,8,4.15
46016,HAR420,2012,9,2.08
46017,HAR420,2012,10,2.56
46018,HAR420,2012,11,8.12
46019,HAR420,2012,12,2.94
46020,HAR420,2013,1,3.34
46021,HAR420,2013,2,8.47
46022,HAR420,2013,3,3.07
46023,HAR420,2013,4,3.28
46024,HAR420,2013,5,2.66
46025,HAR420,2013,6,2.2
46026,HAR420,2013,7,4.56
46027,HAR420,2013,8,2.19
46028,HAR420,2013,9,2.87
46029,HAR420,2013,10,4.08
46030,HAR420,2013,11,4.52
46031,HAR420,2013,12,4.89
46032,HAR420,2014,1,2.03
46033,HAR420,2014,2,3.94
46034,HAR420,2014,3,1.96
46035,HAR420,2014,4,3.4
46036,HAR420,2014,5,3.54
46037,HAR420,2014,6,4.91
46038,HAR420,2014,7,5.57
46039,HAR420,2014,8,1.72
46040,HAR420,2014,9,5.7
46041,HAR420,2014,10,5.37
46042,HAR420,2014,11,2.61
46043,HAR420,2014,12,2.1
46044,HAR420,2015,1,2.42
46045,HAR420,2015,2,5.16
46046,HAR420,2015,3,7.45
46047,HAR420,2015,4,2.4
46048,HAR420,2015,5,2.92
46049,HAR420,2015,6,2.26
46050,HAR420,2015,7,5.47
46051,HAR420,2015,8,4.68
46052,HAR420,2015,9,4.43
46053,HAR420,2015,10,3.27
46054,HAR420,2015,11,6.14
46055,HAR420,2015,12,2.72
