Station,Year,Month,Precipitation
BOSNWS,1945,3,3.33
BOSNWS,1945,4,5.56
BOSNWS,1945,5,3.405
BOSNWS,1945,6,4.54
BOSNWS,1945,7,2.41
BOSNWS,1945,8,4.47
BOSNWS,1945,9,3.29
BOSNWS,1945,10,1.65
BOSNWS,1945,11,7.32
BOSNWS,1945,12,6.12
BOSNWS,1946,1,6.61
BOSNWS,1946,2,4.88
BOSNWS,1946,3,2.73
BOSNWS,1946,4,2.22
BOSNWS,1946,5,3.46
BOSNWS,1946,6,2.32
BOSNWS,1946,7,3.02
BOSNWS,1946,8,1.68
BOSNWS,1946,9,4.38
BOSNWS,1946,10,1.3
BOSNWS,1946,11,4.62
BOSNWS,1946,12,1.98
BOSNWS,1947,1,5.73
BOSNWS,1947,2,6.12
BOSNWS,1947,3,1.58
BOSNWS,1947,4,3.24
BOSNWS,1947,5,1.06
BOSNWS,1947,6,5.47
BOSNWS,1947,7,2.73
BOSNWS,1947,8,3.95
BOSNWS,1947,9,2.17
BOSNWS,1947,10,2.22
BOSNWS,1947,11,4.73
BOSNWS,1947,12,5.27
BOSNWS,1948,1,3.21
BOSNWS,1948,2,3.2
BOSNWS,1948,3,3.0
BOSNWS,1948,4,6.57
BOSNWS,1948,5,7.92
BOSNWS,1948,6,2.95
BOSNWS,1948,7,2.72
BOSNWS,1948,8,1.12
BOSNWS,1948,9,4.34
BOSNWS,1948,10,2.42
BOSNWS,1948,11,2.35
BOSNWS,1948,12,2.05
BOSNWS,1949,1,1.44
BOSNWS,1949,2,7.06
BOSNWS,1949,3,1.35
BOSNWS,1949,4,4.81
BOSNWS,1949,5,4.43
BOSNWS,1949,6,3.11
BOSNWS,1949,7,3.31
BOSNWS,1949,8,6.06
BOSNWS,1949,9,3.58
BOSNWS,1949,10,4.7
BOSNWS,1949,11,1.31
BOSNWS,1949,12,6.46
BOSNWS,1950,1,3.98
BOSNWS,1950,2,2.36
BOSNWS,1950,3,3.14
BOSNWS,1950,4,2.24
BOSNWS,1950,5,
BOSNWS,1950,6,
BOSNWS,1950,7,3.06
BOSNWS,1950,8,2.24
BOSNWS,1950,9,1.96
BOSNWS,1950,10,3.58
BOSNWS,1950,11,1.83
BOSNWS,1950,12,2.92
BOSNWS,1951,1,2.41
BOSNWS,1951,2,2.09
BOSNWS,1951,3,9.63
BOSNWS,1951,4,2.17
BOSNWS,1951,5,
BOSNWS,1951,6,
BOSNWS,1951,7,
BOSNWS,1951,8,
BOSNWS,1951,9,
BOSNWS,1951,10,
BOSNWS,1951,11,2.01
BOSNWS,1951,12,3.69
BOSNWS,1952,1,5.74
BOSNWS,1952,2,4.49
BOSNWS,1952,3,2.98
BOSNWS,1952,4,6.56
BOSNWS,1952,5,5.49
BOSNWS,1952,6,3.31
BOSNWS,1952,7,3.47
BOSNWS,1952,8,5.57
BOSNWS,1952,9,2.46
BOSNWS,1952,10,2.06
BOSNWS,1952,11,5.04
BOSNWS,1952,12,5.24
BOSNWS,1953,1,4.38
BOSNWS,1953,2,4.64
BOSNWS,1953,3,4.44
BOSNWS,1953,4,4.95
BOSNWS,1953,5,2.57
BOSNWS,1953,6,2.23
BOSNWS,1953,7,3.52
BOSNWS,1953,8,0.8
BOSNWS,1953,9,7.76
BOSNWS,1953,10,5.87
BOSNWS,1953,11,5.75
BOSNWS,1953,12,4.73
BOSNWS,1954,1,2.7
BOSNWS,1954,2,2.65
BOSNWS,1954,3,4.34
BOSNWS,1954,4,2.01
BOSNWS,1954,5,2.15
BOSNWS,1954,6,1.36
BOSNWS,1954,7,5.61
BOSNWS,1954,8,1.12
BOSNWS,1954,9,3.28
BOSNWS,1954,10,2.01
BOSNWS,1954,11,5.52
BOSNWS,1954,12,5.33
BOSNWS,1955,1,1.73
BOSNWS,1955,2,2.97
BOSNWS,1955,3,2.28
BOSNWS,1955,4,5.11
BOSNWS,1955,5,2.94
BOSNWS,1955,6,3.78
BOSNWS,1955,7,2.44
BOSNWS,1955,8,2.58
BOSNWS,1955,9,3.29
BOSNWS,1955,10,3.76
BOSNWS,1955,11,1.71
BOSNWS,1955,12,3.14
BOSNWS,1956,1,2.42
BOSNWS,1956,2,5.66
BOSNWS,1956,3,3.58
BOSNWS,1956,4,2.75
BOSNWS,1956,5,2.16
BOSNWS,1956,6,1.63
BOSNWS,1956,7,4.53
BOSNWS,1956,8,3.54
BOSNWS,1956,9,2.46
BOSNWS,1956,10,2.22
BOSNWS,1956,11,2.42
BOSNWS,1956,12,4.61
BOSNWS,1957,1,1.9
BOSNWS,1957,2,4.3
BOSNWS,1957,3,3.29
BOSNWS,1957,4,2.06
BOSNWS,1957,5,6.63
BOSNWS,1957,6,6.88
BOSNWS,1957,7,3.21
BOSNWS,1957,8,1.84
BOSNWS,1957,9,3.0
BOSNWS,1957,10,2.68
BOSNWS,1957,11,2.13
BOSNWS,1957,12,2.55
BOSNWS,1958,1,3.42
BOSNWS,1958,2,4.12
BOSNWS,1958,3,3.02
BOSNWS,1958,4,2.66
BOSNWS,1958,5,3.44
BOSNWS,1958,6,1.74
BOSNWS,1958,7,2.56
BOSNWS,1958,8,2.47
BOSNWS,1958,9,
BOSNWS,1958,10,
BOSNWS,1958,11,
BOSNWS,1958,12,
BOSNWS,1959,1,
BOSNWS,1959,2,
BOSNWS,1959,3,
BOSNWS,1959,4,
BOSNWS,1959,5,
BOSNWS,1959,6,2.59
BOSNWS,1959,7,4.62
BOSNWS,1959,8,3.56
BOSNWS,1959,9,2.69
BOSNWS,1959,10,3.11
BOSNWS,1959,11,2.67
BOSNWS,1959,12,4.59
BOSNWS,1960,1,2.89
BOSNWS,1960,2,2.62
BOSNWS,1960,3,2.39
BOSNWS,1960,4,1.6
BOSNWS,1960,5,2.6
BOSNWS,1960,6,3.94
BOSNWS,1960,7,3.59
BOSNWS,1960,8,2.06
BOSNWS,1960,9,3.69
BOSNWS,1960,10,2.41
BOSNWS,1960,11,2.21
BOSNWS,1960,12,4.76
BOSNWS,1961,1,2.8
BOSNWS,1961,2,1.04
BOSNWS,1961,3,3.61
BOSNWS,1961,4,5.33
BOSNWS,1961,5,4.54
BOSNWS,1961,6,4.6
BOSNWS,1961,7,5.88
BOSNWS,1961,8,5.5
BOSNWS,1961,9,3.43
BOSNWS,1961,10,3.5
BOSNWS,1961,11,5.43
BOSNWS,1961,12,1.62
BOSNWS,1962,1,4.24
BOSNWS,1962,2,4.16
BOSNWS,1962,3,5.3
BOSNWS,1962,4,3.38
BOSNWS,1962,5,4.13
BOSNWS,1962,6,3.81
BOSNWS,1962,7,4.44
BOSNWS,1962,8,2.36
BOSNWS,1962,9,2.68
BOSNWS,1962,10,2.66
BOSNWS,1962,11,0.91
BOSNWS,1962,12,9.42
BOSNWS,1963,1,5.74
BOSNWS,1963,2,5.69
BOSNWS,1963,3,5.74
BOSNWS,1963,4,2.99
BOSNWS,1963,5,3.06
BOSNWS,1963,6,4.0
BOSNWS,1963,7,2.48
BOSNWS,1963,8,2.91
BOSNWS,1963,9,1.33
BOSNWS,1963,10,5.42
BOSNWS,1963,11,0.97
BOSNWS,1963,12,6.95
BOSNWS,1964,1,2.49
BOSNWS,1964,2,5.61
BOSNWS,1964,3,5.49
BOSNWS,1964,4,1.61
BOSNWS,1964,5,3.12
BOSNWS,1964,6,1.3
BOSNWS,1964,7,5.98
BOSNWS,1964,8,3.18
BOSNWS,1964,9,3.45
BOSNWS,1964,10,2.17
BOSNWS,1964,11,2.59
BOSNWS,1964,12,4.18
BOSNWS,1965,1,4.11
BOSNWS,1965,2,2.59
BOSNWS,1965,3,3.57
BOSNWS,1965,4,2.19
BOSNWS,1965,5,8.96
BOSNWS,1965,6,3.55
BOSNWS,1965,7,3.63
BOSNWS,1965,8,4.42
BOSNWS,1965,9,2.29
BOSNWS,1965,10,5.6
BOSNWS,1965,11,2.41
BOSNWS,1965,12,2.79
BOSNWS,1966,1,2.38
BOSNWS,1966,2,1.93
BOSNWS,1966,3,5.73
BOSNWS,1966,4,1.43
BOSNWS,1966,5,4.15
BOSNWS,1966,6,4.13
BOSNWS,1966,7,0.96
BOSNWS,1966,8,5.39
BOSNWS,1966,9,4.58
BOSNWS,1966,10,3.43
BOSNWS,1966,11,3.67
BOSNWS,1966,12,5.68
BOSNWS,1967,1,1.47
BOSNWS,1967,2,3.51
BOSNWS,1967,3,0.99
BOSNWS,1967,4,3.05
BOSNWS,1967,5,1.97
BOSNWS,1967,6,4.2
BOSNWS,1967,7,2.85
BOSNWS,1967,8,5.13
BOSNWS,1967,9,3.84
BOSNWS,1967,10,3.63
BOSNWS,1967,11,3.88
BOSNWS,1967,12,2.58
BOSNWS,1968,1,3.92
BOSNWS,1968,2,3.66
BOSNWS,1968,3,2.99
BOSNWS,1968,4,2.86
BOSNWS,1968,5,1.51
BOSNWS,1968,6,2.86
BOSNWS,1968,7,5.67
BOSNWS,1968,8,6.27
BOSNWS,1968,9,1.86
BOSNWS,1968,10,3.29
BOSNWS,1968,11,2.25
BOSNWS,1968,12,2.06
BOSNWS,1969,1,4.0
BOSNWS,1969,2,2.71
BOSNWS,1969,3,1.92
BOSNWS,1969,4,2.73
BOSNWS,1969,5,5.16
BOSNWS,1969,6,4.39
BOSNWS,1969,7,3.26
BOSNWS,1969,8,6.13
BOSNWS,1969,9,4.74
BOSNWS,1969,10,2.74
BOSNWS,1969,11,3.94
BOSNWS,1969,12,5.07
BOSNWS,1970,1,2.36
BOSNWS,1970,2,3.49
BOSNWS,1970,3,4.39
BOSNWS,1970,4,5.56
BOSNWS,1970,5,3.99
BOSNWS,1970,6,4.42
BOSNWS,1970,7,3.91
BOSNWS,1970,8,4.26
BOSNWS,1970,9,2.19
BOSNWS,1970,10,3.47
BOSNWS,1970,11,2.9
BOSNWS,1970,12,1.76
BOSNWS,1971,1,8.04
BOSNWS,1971,2,6.29
BOSNWS,1971,3,6.18
BOSNWS,1971,4,4.98
BOSNWS,1971,5,2.18
BOSNWS,1971,6,2.66
BOSNWS,1971,7,3.8
BOSNWS,1971,8,2.12
BOSNWS,1971,9,2.19
BOSNWS,1971,10,1.36
BOSNWS,1971,11,4.96
BOSNWS,1971,12,0.97
BOSNWS,1972,1,6.68
BOSNWS,1972,2,2.66
BOSNWS,1972,3,3.87
BOSNWS,1972,4,4.0
BOSNWS,1972,5,1.54
BOSNWS,1972,6,3.1
BOSNWS,1972,7,1.26
BOSNWS,1972,8,6.11
BOSNWS,1972,9,2.61
BOSNWS,1972,10,3.64
BOSNWS,1972,11,2.36
BOSNWS,1972,12,2.23
BOSNWS,1973,1,4.0
BOSNWS,1973,2,3.05
BOSNWS,1973,3,1.87
BOSNWS,1973,4,3.09
BOSNWS,1973,5,1.95
BOSNWS,1973,6,8.21
BOSNWS,1973,7,4.4
BOSNWS,1973,8,3.98
BOSNWS,1973,9,2.46
BOSNWS,1973,10,2.25
BOSNWS,1973,11,5.26
BOSNWS,1973,12,2.86
BOSNWS,1974,1,3.03
BOSNWS,1974,2,2.32
BOSNWS,1974,3,1.82
BOSNWS,1974,4,6.17
BOSNWS,1974,5,1.57
BOSNWS,1974,6,
BOSNWS,1974,7,
BOSNWS,1974,8,
BOSNWS,1974,9,
BOSNWS,1974,10,
BOSNWS,1974,11,
BOSNWS,1974,12,
BOSNWS,1975,1,1.84
BOSNWS,1975,2,2.48
BOSNWS,1975,3,3.83
BOSNWS,1975,4,4.84
BOSNWS,1975,5,3.89
BOSNWS,1975,6,3.84
BOSNWS,1975,7,3.6
BOSNWS,1975,8,3.39
BOSNWS,1975,9,2.28
BOSNWS,1975,10,3.14
BOSNWS,1975,11,3.46
BOSNWS,1975,12,1.61
BOSNWS,1976,1,6.08
BOSNWS,1976,2,5.76
BOSNWS,1976,3,5.61
BOSNWS,1976,4,4.65
BOSNWS,1976,5,2.98
BOSNWS,1976,6,2.15
BOSNWS,1976,7,3.4
BOSNWS,1976,8,2.03
BOSNWS,1976,9,2.25
BOSNWS,1976,10,1.37
BOSNWS,1976,11,4.23
BOSNWS,1976,12,1.07
BOSNWS,1977,1,4.74
BOSNWS,1977,2,1.82
BOSNWS,1977,3,4.11
BOSNWS,1977,4,5.15
BOSNWS,1977,5,1.13
BOSNWS,1977,6,2.82
BOSNWS,1977,7,1.88
BOSNWS,1977,8,5.72
BOSNWS,1977,9,2.25
BOSNWS,1977,10,2.99
BOSNWS,1977,11,2.04
BOSNWS,1977,12,2.1
BOSNWS,1978,1,2.48
BOSNWS,1978,2,3.22
BOSNWS,1978,3,2.23
BOSNWS,1978,4,2.14
BOSNWS,1978,5,1.87
BOSNWS,1978,6,6.83
BOSNWS,1978,7,
BOSNWS,1978,8,2.69
BOSNWS,1978,9,2.29
BOSNWS,1978,10,2.11
BOSNWS,1978,11,
BOSNWS,1978,12,3.36
BOSNWS,1979,1,2.05
BOSNWS,1979,2,1.5
BOSNWS,1979,3,2.14
BOSNWS,1979,4,6.48
BOSNWS,1979,5,2.13
BOSNWS,1979,6,4.61
BOSNWS,1979,7,4.4
BOSNWS,1979,8,2.41
BOSNWS,1979,9,1.95
BOSNWS,1979,10,5.93
BOSNWS,1979,11,2.22
BOSNWS,1979,12,4.45
BOSNWS,1980,1,3.03
BOSNWS,1980,2,6.63
BOSNWS,1980,3,3.22
BOSNWS,1980,4,
BOSNWS,1980,5,3.17
BOSNWS,1980,6,4.74
BOSNWS,1980,7,4.69
BOSNWS,1980,8,2.27
BOSNWS,1980,9,4.39
BOSNWS,1980,10,3.57
BOSNWS,1980,11,5.13
BOSNWS,1980,12,3.33
BOSNWS,1981,1,4.92
BOSNWS,1981,2,3.3
BOSNWS,1981,3,4.29
BOSNWS,1981,4,3.71
BOSNWS,1981,5,4.79
BOSNWS,1981,6,3.31
BOSNWS,1981,7,1.79
BOSNWS,1981,8,7.48
BOSNWS,1981,9,6.12
BOSNWS,1981,10,5.18
BOSNWS,1981,11,5.51
BOSNWS,1981,12,3.09
BOSNWS,1982,1,2.23
BOSNWS,1982,2,3.51
BOSNWS,1982,3,2.82
BOSNWS,1982,4,2.79
BOSNWS,1982,5,2.47
BOSNWS,1982,6,3.94
BOSNWS,1982,7,1.07
BOSNWS,1982,8,7.1
BOSNWS,1982,9,1.95
BOSNWS,1982,10,4.91
BOSNWS,1982,11,7.99
BOSNWS,1982,12,2.37
BOSNWS,1983,1,3.12
BOSNWS,1983,2,0.51
BOSNWS,1983,3,5.0
BOSNWS,1983,4,2.21
BOSNWS,1983,5,3.25
BOSNWS,1983,6,1.81
BOSNWS,1983,7,2.38
BOSNWS,1983,8,2.41
BOSNWS,1983,9,3.37
BOSNWS,1983,10,3.2
BOSNWS,1983,11,3.29
BOSNWS,1983,12,2.03
BOSNWS,1984,1,5.48
BOSNWS,1984,2,5.94
BOSNWS,1984,3,2.99
BOSNWS,1984,4,2.02
BOSNWS,1984,5,2.07
BOSNWS,1984,6,4.77
BOSNWS,1984,7,1.62
BOSNWS,1984,8,3.44
BOSNWS,1984,9,1.96
BOSNWS,1984,10,2.31
BOSNWS,1984,11,7.88
BOSNWS,1984,12,1.53
BOSNWS,1985,1,4.71
BOSNWS,1985,2,3.76
BOSNWS,1985,3,0.57
BOSNWS,1985,4,5.38
BOSNWS,1985,5,4.4
BOSNWS,1985,6,
BOSNWS,1985,7,
BOSNWS,1985,8,1.78
BOSNWS,1985,9,2.59
BOSNWS,1985,10,2.01
BOSNWS,1985,11,4.8
BOSNWS,1985,12,3.15
BOSNWS,1986,1,3.54
BOSNWS,1986,2,3.76
BOSNWS,1986,3,2.27
BOSNWS,1986,4,2.41
BOSNWS,1986,5,1.95
BOSNWS,1986,6,3.57
BOSNWS,1986,7,3.11
BOSNWS,1986,8,2.9
BOSNWS,1986,9,2.8
BOSNWS,1986,10,2.43
BOSNWS,1986,11,2.01
BOSNWS,1986,12,2.51
BOSNWS,1987,1,4.43
BOSNWS,1987,2,2.53
BOSNWS,1987,3,3.01
BOSNWS,1987,4,1.26
BOSNWS,1987,5,2.16
BOSNWS,1987,6,4.03
BOSNWS,1987,7,3.05
BOSNWS,1987,8,1.51
BOSNWS,1987,9,1.8
BOSNWS,1987,10,3.24
BOSNWS,1987,11,3.8
BOSNWS,1987,12,3.78
BOSNWS,1988,1,3.59
BOSNWS,1988,2,4.08
BOSNWS,1988,3,3.08
BOSNWS,1988,4,4.32
BOSNWS,1988,5,4.35
BOSNWS,1988,6,1.74
BOSNWS,1988,7,3.12
BOSNWS,1988,8,3.72
BOSNWS,1988,9,5.18
BOSNWS,1988,10,3.57
BOSNWS,1988,11,4.55
BOSNWS,1988,12,3.54
BOSNWS,1989,1,4.31
BOSNWS,1989,2,4.12
BOSNWS,1989,3,4.14
BOSNWS,1989,4,2.86
BOSNWS,1989,5,1.45
BOSNWS,1989,6,4.84
BOSNWS,1989,7,3.93
BOSNWS,1989,8,4.72
BOSNWS,1989,9,5.84
BOSNWS,1989,10,2.95
BOSNWS,1989,11,3.04
BOSNWS,1989,12,3.5
BOSNWS,1990,1,3.35
BOSNWS,1990,2,2.67
BOSNWS,1990,3,1.95
BOSNWS,1990,4,3.8
BOSNWS,1990,5,1.06
BOSNWS,1990,6,7.59
BOSNWS,1990,7,1.85
BOSNWS,1990,8,5.68
BOSNWS,1990,9,7.02
BOSNWS,1990,10,1.99
BOSNWS,1990,11,3.06
BOSNWS,1990,12,0.57
BOSNWS,1991,1,5.07
BOSNWS,1991,2,2.65
BOSNWS,1991,3,4.73
BOSNWS,1991,4,1.95
BOSNWS,1991,5,2.38
BOSNWS,1991,6,4.07
BOSNWS,1991,7,3.33
BOSNWS,1991,8,2.56
BOSNWS,1991,9,2.58
BOSNWS,1991,10,1.63
BOSNWS,1991,11,4.89
BOSNWS,1991,12,3.83
BOSNWS,1992,1,3.38
BOSNWS,1992,2,2.4
BOSNWS,1992,3,2.45
BOSNWS,1992,4,5.2
BOSNWS,1992,5,1.91
BOSNWS,1992,6,2.99
BOSNWS,1992,7,2.57
BOSNWS,1992,8,2.22
BOSNWS,1992,9,8.68
BOSNWS,1992,10,1.79
BOSNWS,1992,11,5.53
BOSNWS,1992,12,4.5
BOSNWS,1993,1,0.6
BOSNWS,1993,2,4.78
BOSNWS,1993,3,5.02
BOSNWS,1993,4,3.43
BOSNWS,1993,5,
BOSNWS,1993,6,1.31
BOSNWS,1993,7,4.4
BOSNWS,1993,8,5.4
BOSNWS,1993,9,4.89
BOSNWS,1993,10,2.26
BOSNWS,1993,11,2.15
BOSNWS,1993,12,2.69
BOSNWS,1994,1,2.78
BOSNWS,1994,2,3.6
BOSNWS,1994,3,4.65
BOSNWS,1994,4,2.94
BOSNWS,1994,5,4.0
BOSNWS,1994,6,3.23
BOSNWS,1994,7,5.29
BOSNWS,1994,8,3.29
BOSNWS,1994,9,3.03
BOSNWS,1994,10,2.03
BOSNWS,1994,11,2.29
BOSNWS,1994,12,2.87
BOSNWS,1995,1,5.45
BOSNWS,1995,2,4.12
BOSNWS,1995,3,2.86
BOSNWS,1995,4,3.26
BOSNWS,1995,5,1.96
BOSNWS,1995,6,2.001
BOSNWS,1995,7,2.44
BOSNWS,1995,8,4.07
BOSNWS,1995,9,3.32
BOSNWS,1995,10,3.01
BOSNWS,1995,11,2.83
BOSNWS,1995,12,1.85
BOSNWS,1996,1,1.87
BOSNWS,1996,2,3.74
BOSNWS,1996,3,2.88
BOSNWS,1996,4,2.22
BOSNWS,1996,5,1.94
BOSNWS,1996,6,1.37
BOSNWS,1996,7,1.87
BOSNWS,1996,8,3.61
BOSNWS,1996,9,3.44
BOSNWS,1996,10,2.11
BOSNWS,1996,11,2.18
BOSNWS,1996,12,2.79
BOSNWS,1997,1,2.65
BOSNWS,1997,2,4.28
BOSNWS,1997,3,2.37
BOSNWS,1997,4,2.88
BOSNWS,1997,5,2.08
BOSNWS,1997,6,3.95
BOSNWS,1997,7,3.92
BOSNWS,1997,8,1.45
BOSNWS,1997,9,2.39
BOSNWS,1997,10,2.43
BOSNWS,1997,11,4.59
BOSNWS,1997,12,2.41
BOSNWS,1998,1,4.59
BOSNWS,1998,2,3.0
BOSNWS,1998,3,2.79
BOSNWS,1998,4,2.64
BOSNWS,1998,5,3.75
BOSNWS,1998,6,3.1
BOSNWS,1998,7,1.43
BOSNWS,1998,8,4.17
BOSNWS,1998,9,5.87
BOSNWS,1998,10,4.18
BOSNWS,1998,11,5.37
BOSNWS,1998,12,2.67
BOSNWS,1999,1,2.45
BOSNWS,1999,2,3.88
BOSNWS,1999,3,3.5
BOSNWS,1999,4,2.21
BOSNWS,1999,5,1.76
BOSNWS,1999,6,2.75
BOSNWS,1999,7,0.91
BOSNWS,1999,8,8.39
BOSNWS,1999,9,2.67
BOSNWS,1999,10,3.79
BOSNWS,1999,11,5.05
BOSNWS,1999,12,2.58
BOSNWS,2000,1,3.11
BOSNWS,2000,2,0.43
BOSNWS,2000,3,3.58
BOSNWS,2000,4,2.66
BOSNWS,2000,5,4.22
BOSNWS,2000,6,2.92
BOSNWS,2000,7,2.11
BOSNWS,2000,8,3.12
BOSNWS,2000,9,1.79
BOSNWS,2000,10,3.58
BOSNWS,2000,11,3.06
BOSNWS,2000,12,2.35
BOSNWS,2001,1,4.18
BOSNWS,2001,2,3.47
BOSNWS,2001,3,3.3
BOSNWS,2001,4,
BOSNWS,2001,5,2.03
BOSNWS,2001,6,
BOSNWS,2001,7,
BOSNWS,2001,8,
BOSNWS,2001,9,
BOSNWS,2001,10,
BOSNWS,2001,11,
BOSNWS,2001,12,
BOSNWS,2002,1,
BOSNWS,2002,2,
BOSNWS,2002,3,
BOSNWS,2002,4,
BOSNWS,2002,5,
BOSNWS,2002,6,
BOSNWS,2002,7,2.88
BOSNWS,2002,8,4.57
BOSNWS,2002,9,2.43
BOSNWS,2002,10,2.44
BOSNWS,2002,11,3.98
BOSNWS,2002,12,10.11
BOSNWS,2003,1,3.4
BOSNWS,2003,2,3.7
BOSNWS,2003,3,3.99
BOSNWS,2003,4,3.02
BOSNWS,2003,5,2.87
BOSNWS,2003,6,5.63
BOSNWS,2003,7,2.83
BOSNWS,2003,8,3.32
BOSNWS,2003,9,2.57
BOSNWS,2003,10,3.37
BOSNWS,2003,11,4.67
BOSNWS,2003,12,2.89
BOSNWS,2004,1,4.48
BOSNWS,2004,2,3.67
BOSNWS,2004,3,3.63
BOSNWS,2004,4,2.26
BOSNWS,2004,5,1.31
BOSNWS,2004,6,2.47
BOSNWS,2004,7,3.47
BOSNWS,2004,8,5.45
BOSNWS,2004,9,1.91
BOSNWS,2004,10,4.33
BOSNWS,2004,11,1.35
BOSNWS,2004,12,3.15
BOSNWS,2005,1,4.54
BOSNWS,2005,2,3.55
BOSNWS,2005,3,1.08
BOSNWS,2005,4,2.49
BOSNWS,2005,5,3.98
BOSNWS,2005,6,3.84
BOSNWS,2005,7,3.49
BOSNWS,2005,8,6.14
BOSNWS,2005,9,3.65
BOSNWS,2005,10,3.5
BOSNWS,2005,11,4.07
BOSNWS,2005,12,4.15
BOSNWS,2006,1,1.47
BOSNWS,2006,2,5.41
BOSNWS,2006,3,3.41
BOSNWS,2006,4,4.89
BOSNWS,2006,5,3.61
BOSNWS,2006,6,2.94
BOSNWS,2006,7,3.37
BOSNWS,2006,8,3.4
BOSNWS,2006,9,3.33
BOSNWS,2006,10,4.4
BOSNWS,2006,11,3.48
BOSNWS,2006,12,1.55
BOSNWS,2007,1,6.95
BOSNWS,2007,2,4.4
BOSNWS,2007,3,4.85
BOSNWS,2007,4,5.15
BOSNWS,2007,5,2.5
BOSNWS,2007,6,3.0
BOSNWS,2007,7,4.05
BOSNWS,2007,8,2.8
BOSNWS,2007,9,2.85
BOSNWS,2007,10,3.25
BOSNWS,2007,11,3.9
BOSNWS,2007,12,1.0
BOSNWS,2008,1,9.45
BOSNWS,2008,2,4.65
BOSNWS,2008,3,4.08
BOSNWS,2008,4,
BOSNWS,2008,5,1.0
BOSNWS,2008,6,5.0
BOSNWS,2008,7,0.18
BOSNWS,2008,8,3.8
BOSNWS,2008,9,2.73
BOSNWS,2008,10,3.77
BOSNWS,2008,11,1.57
BOSNWS,2008,12,1.57
BOSNWS,2009,1,4.25
BOSNWS,2009,2,2.39
BOSNWS,2009,3,1.55
BOSNWS,2009,4,4.31
BOSNWS,2009,5,2.25
BOSNWS,2009,6,6.3
BOSNWS,2009,7,6.04
BOSNWS,2009,8,3.74
BOSNWS,2009,9,2.77
BOSNWS,2009,10,2.45
BOSNWS,2009,11,2.62
BOSNWS,2009,12,0.92
BOSNWS,2010,1,2.59
BOSNWS,2010,2,1.84
BOSNWS,2010,3,2.24
BOSNWS,2010,4,7.01
BOSNWS,2010,5,2.05
BOSNWS,2010,6,3.48
BOSNWS,2010,7,3.68
BOSNWS,2010,8,2.93
BOSNWS,2010,9,7.52
BOSNWS,2010,10,3.18
BOSNWS,2010,11,0.34
BOSNWS,2010,12,4.02
BOSNWS,2011,1,4.1
BOSNWS,2011,2,3.88
BOSNWS,2011,3,3.64
BOSNWS,2011,4,
BOSNWS,2011,5,7.29
BOSNWS,2011,6,3.63
BOSNWS,2011,7,3.3
BOSNWS,2011,8,4.39
BOSNWS,2011,9,4.31
BOSNWS,2011,10,
BOSNWS,2011,11,
BOSNWS,2011,12,
BOSNWS,2012,1,
BOSNWS,2012,2,
BOSNWS,2012,3,
BOSNWS,2012,4,
BOSNWS,2012,5,
BOSNWS,2012,6,
BOSNWS,2012,7,
BOSNWS,2012,8,
BOSNWS,2012,9,
BOSNWS,2012,10,
BOSNWS,2012,11,
BOSNWS,2012,12,
BOSNWS,2013,1,
BOSNWS,2013,2,5.82
BOSNWS,2013,3,6.23
BOSNWS,2013,4,4.98
BOSNWS,2013,5,2.09
BOSNWS,2013,6,3.2
BOSNWS,2013,7,2.28
BOSNWS,2013,8,2.47
BOSNWS,2013,9,5.46
BOSNWS,2013,10,3.45
BOSNWS,2013,11,3.25
BOSNWS,2013,12,2.38
BOSNWS,2014,1,3.6
BOSNWS,2014,2,5.2
BOSNWS,2014,3,4.0
BOSNWS,2014,4,2.8
BOSNWS,2014,5,2.25
BOSNWS,2014,6,1.65
BOSNWS,2014,7,5.2
BOSNWS,2014,8,3.5
BOSNWS,2014,9,2.49
BOSNWS,2014,10,3.24
BOSNWS,2014,11,4.0
BOSNWS,2014,12,
BOSNWS,2015,1,1.62
BOSNWS,2015,2,1.54
BOSNWS,2015,3,2.84
BOSNWS,2015,4,1.6
BOSNWS,2015,5,2.35
BOSNWS,2015,6,1.76
BOSNWS,2015,7,2.76
BOSNWS,2015,8,1.62
BOSNWS,2015,9,3.56
BOSNWS,2015,10,2.04
BOSNWS,2015,11,2.97
BOSNWS,2015,12,2.28
