Station Trial Name,p,d,q,AIC value
COH726-1,0,0,0,-63.208
COH726-2,0,0,3,-194.736
COH726-3,3,0,0,-268.752
COH726-4,3,0,3,-306.632
COH726-5,6,0,0,-279.547
COH726-6,6,0,3,-264.587
LYN614-1,0,0,0,-205.222
LYN614-2,0,0,3,-242.542
LYN614-3,3,0,0,-270.357
LYN614-4,3,0,3,-253.441
WEY738-1,0,0,0,-13.806
WEY738-2,0,0,7,-106.559
WEY738-3,7,0,0,-136.03
WEY738-4,7,0,7,-141.635
