,COH,LYN,WEY
slope,0.050786623716523205,0.08302801550348549,0.060129464107839425
intercept,3.8504789291213037,3.2116901555790007,3.801915996789278
rvalue,0.1947018235746253,0.15723872637781863,0.19771538559867208
pvalue,0.00039818012681555387,0.0035527414224310796,0.0005976032769245602
stderr,0.01419207061779565,0.028280653875289302,0.017327745384702258
